48bit_AA.x	48bit_AA.y	48bit_AA.z	48bit_AC.x	48bit_AC.y	48bit_AC.z	48bit_AG.x	48bit_AG.y	48bit_AG.z	48bit_AT.x	48bit_AT.y	48bit_AT.z	48bit_CA.x	48bit_CA.y	48bit_CA.z	48bit_CC.x	48bit_CC.y	48bit_CC.z	48bit_CG.x	48bit_CG.y	48bit_CG.z	48bit_CT.x	48bit_CT.y	48bit_CT.z	48bit_GA.x	48bit_GA.y	48bit_GA.z	48bit_GC.x	48bit_GC.y	48bit_GC.z	48bit_GG.x	48bit_GG.y	48bit_GG.z	48bit_GT.x	48bit_GT.y	48bit_GT.z	48bit_TA.x	48bit_TA.y	48bit_TA.z	48bit_TC.x	48bit_TC.y	48bit_TC.z	48bit_TG.x	48bit_TG.y	48bit_TG.z	48bit_TT.x	48bit_TT.y	48bit_TT.z
0.2222222222222222	0.0	0.0	-0.1111111111111111	-0.1111111111111111	0.1111111111111111	-0.1111111111111111	-0.1111111111111111	0.1111111111111111	0.0	0.0	0.0	-0.1111111111111111	0.1111111111111111	-0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.2222222222222222	0.0	0.0	0.0	0.1111111111111111	0.1111111111111111	0.1111111111111111	-0.1111111111111111	-0.1111111111111111	0.1111111111111111	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2222222222222222	-0.2222222222222222	-0.2222222222222222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1111111111111111	-0.1111111111111111	0.1111111111111111	0.0	0.0	-0.2222222222222222	0.1111111111111111	0.1111111111111111	0.1111111111111111	-0.1111111111111111	-0.1111111111111111	0.1111111111111111	0.0	0.0	0.0	0.0	-0.2222222222222222	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.2222222222222222	0.2222222222222222	-0.2222222222222222	-0.1111111111111111	-0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	-0.1111111111111111	0.1111111111111111	-0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.0	0.0	0.0	-0.1111111111111111	-0.1111111111111111	0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.0	-0.1111111111111111	-0.1111111111111111	0.1111111111111111	0.1111111111111111	-0.1111111111111111	-0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	-0.1111111111111111	0.1111111111111111	-0.1111111111111111	0.0	0.0	0.0	0.2222222222222222	0.2222222222222222	0.2222222222222222	-0.1111111111111111	-0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	-0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.2222222222222222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.1111111111111111	-0.1111111111111111	-0.1111111111111111	0.0	0.0	0.0	0.1111111111111111	-0.1111111111111111	-0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1111111111111111	0.1111111111111111	0.1111111111111111	-0.2222222222222222	0.0	0.0	0.0	0.0	0.2222222222222222	0.0	0.0	0.0	0.0	0.0	0.0	0.1111111111111111	-0.1111111111111111	-0.1111111111111111	0.1111111111111111	-0.1111111111111111	-0.1111111111111111
-0.1111111111111111	0.1111111111111111	-0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.0	0.0	0.0	-0.1111111111111111	0.1111111111111111	-0.1111111111111111	-0.1111111111111111	-0.1111111111111111	0.1111111111111111	0.0	0.0	0.0	0.1111111111111111	-0.1111111111111111	-0.1111111111111111	0.0	0.0	0.0	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.1111111111111111	-0.1111111111111111	-0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.0
0.1111111111111111	-0.1111111111111111	-0.1111111111111111	0.0	0.0	0.0	0.0	0.2222222222222222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1111111111111111	-0.1111111111111111	-0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.2222222222222222	0.0	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.0	0.0	0.0	-0.1111111111111111	-0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1111111111111111	-0.1111111111111111	-0.1111111111111111	0.0	0.0	0.2222222222222222	0.0	0.0	0.0	0.1111111111111111	-0.1111111111111111	-0.1111111111111111	0.0	0.0	0.0	-0.2222222222222222	0.2222222222222222	-0.2222222222222222	-0.2222222222222222	0.2222222222222222	-0.2222222222222222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1111111111111111	-0.1111111111111111	-0.1111111111111111	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	-0.1111111111111111	0.1111111111111111	-0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1111111111111111	-0.1111111111111111	0.1111111111111111	0.0	0.0	0.0	0.1111111111111111	-0.1111111111111111	-0.1111111111111111	0.1111111111111111	-0.1111111111111111	-0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	-0.1111111111111111	-0.1111111111111111	0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.1111111111111111	-0.1111111111111111	-0.1111111111111111	0.0	-0.2222222222222222	0.0
0.0	0.0	0.0	0.0	0.0	0.0	-0.1111111111111111	0.1111111111111111	-0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.0	0.0	0.0	-0.2222222222222222	-0.2222222222222222	0.2222222222222222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.2222222222222222	0.0	0.0	0.0	0.0	-0.1111111111111111	0.1111111111111111	-0.1111111111111111	0.1111111111111111	-0.1111111111111111	-0.1111111111111111
0.0	0.0	0.0	-0.1111111111111111	-0.1111111111111111	0.1111111111111111	0.0	0.0	0.0	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.0	0.0	0.0	-0.2222222222222222	0.2222222222222222	-0.4444444444444444	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.0	0.0	0.0	-0.1111111111111111	-0.1111111111111111	0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1111111111111111	0.1111111111111111	-0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.1111111111111111	-0.1111111111111111	-0.1111111111111111	0.0	0.0	0.0	-0.1111111111111111	-0.1111111111111111	0.1111111111111111	0.0	0.0	0.0	-0.1111111111111111	-0.1111111111111111	0.1111111111111111	-0.1111111111111111	-0.1111111111111111	0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1111111111111111	-0.1111111111111111	0.1111111111111111	-0.1111111111111111	0.1111111111111111	-0.1111111111111111	-0.1111111111111111	0.1111111111111111	-0.1111111111111111	0.0	0.0	0.0	0.0	0.2222222222222222	0.0
-0.1111111111111111	-0.1111111111111111	0.1111111111111111	-0.1111111111111111	-0.1111111111111111	0.1111111111111111	0.0	0.0	0.0	-0.1111111111111111	0.1111111111111111	-0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.0	-0.1111111111111111	-0.1111111111111111	0.1111111111111111	-0.1111111111111111	0.1111111111111111	-0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1111111111111111	0.1111111111111111	0.1111111111111111	-0.1111111111111111	0.1111111111111111	-0.1111111111111111	0.0	-0.2222222222222222	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1111111111111111	-0.1111111111111111	-0.1111111111111111	-0.3333333333333333	0.3333333333333333	-0.3333333333333333	-0.1111111111111111	0.1111111111111111	-0.1111111111111111	0.0	0.0	0.0	0.1111111111111111	-0.3333333333333333	-0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1111111111111111	0.1111111111111111	-0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	-0.1111111111111111	0.1111111111111111	-0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.2222222222222222	0.1111111111111111	-0.1111111111111111	-0.1111111111111111	-0.1111111111111111	-0.1111111111111111	0.1111111111111111	0.0	0.0	0.0	-0.1111111111111111	-0.1111111111111111	0.1111111111111111	0.0	0.0	0.0	-0.1111111111111111	-0.1111111111111111	0.1111111111111111	-0.1111111111111111	-0.1111111111111111	0.1111111111111111	-0.1111111111111111	0.1111111111111111	-0.1111111111111111
0.0	0.0	0.0	-0.1111111111111111	-0.1111111111111111	0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	-0.1111111111111111	0.1111111111111111	-0.1111111111111111	-0.1111111111111111	-0.1111111111111111	0.1111111111111111	0.0	0.0	0.0	-0.1111111111111111	0.1111111111111111	-0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1111111111111111	-0.1111111111111111	-0.1111111111111111	0.0	0.0	0.0	-0.2222222222222222	0.0	0.0
0.0	0.0	-0.2222222222222222	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	-0.1111111111111111	-0.1111111111111111	0.1111111111111111	-0.1111111111111111	-0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1111111111111111	-0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	-0.1111111111111111	-0.1111111111111111	0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.2222222222222222	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.0	0.0	0.0	0.2222222222222222	0.0	0.0	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.0	0.0	0.0	-0.1111111111111111	0.1111111111111111	-0.1111111111111111	-0.1111111111111111	0.1111111111111111	-0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1111111111111111	0.1111111111111111	-0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	-0.1111111111111111	0.1111111111111111	-0.1111111111111111	0.0	0.0	0.0	-0.1111111111111111	0.1111111111111111	-0.1111111111111111	-0.1111111111111111	-0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.0	0.0	0.0	-0.1111111111111111	-0.1111111111111111	0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1111111111111111	0.1111111111111111	-0.1111111111111111	-0.1111111111111111	-0.1111111111111111	0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.2222222222222222
0.2222222222222222	0.2222222222222222	0.0	-0.1111111111111111	0.1111111111111111	-0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.0	0.0	0.0	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
-0.1111111111111111	0.1111111111111111	-0.1111111111111111	0.1111111111111111	-0.1111111111111111	-0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.0	0.0	0.0	-0.1111111111111111	-0.1111111111111111	0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	-0.1111111111111111	-0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.2222222222222222	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1111111111111111	0.1111111111111111	-0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.0	-0.1111111111111111	0.1111111111111111	-0.1111111111111111	0.1111111111111111	-0.1111111111111111	-0.1111111111111111	0.0	0.0	0.0	-0.1111111111111111	-0.1111111111111111	0.1111111111111111	0.0	0.0	0.0	0.0	0.2222222222222222	0.0	-0.1111111111111111	-0.1111111111111111	0.1111111111111111	0.1111111111111111	-0.1111111111111111	-0.1111111111111111	-0.1111111111111111	-0.1111111111111111	0.1111111111111111	0.0	0.0	0.0
0.1111111111111111	-0.1111111111111111	-0.1111111111111111	0.0	0.0	0.0	0.1111111111111111	0.1111111111111111	0.1111111111111111	-0.1111111111111111	-0.1111111111111111	0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1111111111111111	0.1111111111111111	0.1111111111111111	-0.1111111111111111	-0.1111111111111111	0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1111111111111111	0.1111111111111111	0.1111111111111111	-0.1111111111111111	-0.1111111111111111	0.1111111111111111	0.0	0.0	0.0	-0.2222222222222222	-0.2222222222222222	0.2222222222222222
-0.1111111111111111	-0.1111111111111111	0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.1111111111111111	-0.1111111111111111	-0.1111111111111111	0.1111111111111111	-0.1111111111111111	-0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	-0.1111111111111111	0.1111111111111111	-0.1111111111111111	0.1111111111111111	-0.1111111111111111	-0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.2222222222222222	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	-0.1111111111111111	-0.1111111111111111	0.1111111111111111	-0.1111111111111111	-0.1111111111111111	0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1111111111111111	-0.1111111111111111	0.1111111111111111	0.0	0.0	0.0	0.2222222222222222	0.0	0.0	0.1111111111111111	-0.1111111111111111	-0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.1111111111111111	-0.1111111111111111	-0.1111111111111111	0.0	-0.2222222222222222	0.0
0.0	0.0	0.2222222222222222	-0.1111111111111111	0.1111111111111111	-0.1111111111111111	0.0	0.0	0.0	0.1111111111111111	-0.1111111111111111	-0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1111111111111111	0.1111111111111111	-0.1111111111111111	0.0	0.0	0.0	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1111111111111111	-0.1111111111111111	-0.1111111111111111	0.1111111111111111	-0.1111111111111111	-0.1111111111111111	0.1111111111111111	-0.1111111111111111	-0.1111111111111111	0.0	0.0	0.0	-0.1111111111111111	0.1111111111111111	-0.1111111111111111	-0.2222222222222222	0.0	0.0	0.1111111111111111	-0.1111111111111111	-0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.2222222222222222	0.0	0.0	0.0
0.0	0.0	0.0	0.1111111111111111	-0.1111111111111111	-0.1111111111111111	0.1111111111111111	-0.1111111111111111	-0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.0	-0.1111111111111111	-0.1111111111111111	0.1111111111111111	-0.1111111111111111	0.1111111111111111	-0.1111111111111111	-0.1111111111111111	-0.1111111111111111	0.1111111111111111	-0.1111111111111111	0.1111111111111111	-0.1111111111111111	-0.1111111111111111	0.1111111111111111	-0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1111111111111111	-0.1111111111111111	0.1111111111111111
0.0	0.0	0.0	0.1111111111111111	-0.1111111111111111	-0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.0	-0.1111111111111111	0.1111111111111111	-0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	-0.1111111111111111	-0.1111111111111111	0.1111111111111111	-0.1111111111111111	-0.1111111111111111	0.0	0.0	0.0	-0.1111111111111111	0.1111111111111111	-0.1111111111111111	-0.1111111111111111	-0.1111111111111111	0.1111111111111111	-0.1111111111111111	0.1111111111111111	-0.1111111111111111	0.0	0.0	0.0	-0.1111111111111111	-0.1111111111111111	0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1111111111111111	0.1111111111111111	-0.1111111111111111	-0.1111111111111111	-0.1111111111111111	0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.1111111111111111	-0.1111111111111111	-0.1111111111111111	-0.1111111111111111	-0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.2222222222222222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1111111111111111	-0.1111111111111111	0.1111111111111111	0.1111111111111111	-0.1111111111111111	-0.1111111111111111	0.0	0.0	0.0
